year,month,open,high,low,close,volume
2018,3,177.32,177.47,173.66,175.82,46812368
2018,3,180.29,183.5,177.62,178.02,151720299
2018,3,175.21,180.0,174.27,179.98,138442235
2018,3,176.35,180.615,172.45,176.21,196432091
2018,2,172.05,175.65,171.01,175.5,133197874
2018,2,158.5,174.82,157.51,172.43,222582467
2018,2,159.1,163.88,150.24,156.41,299885932
2018,2,170.16,170.16,160.1,160.5,248091289
2018,1,177.3,179.44,170.06,171.51,185072080
2018,1,177.9,180.1,175.07,178.46,122974060
2018,1,174.35,177.36,173.0,177.09,107548622
2018,1,170.16,175.37,169.26,175.0,99095223
2017,12,170.8,171.85,169.22,169.23,96281679
2017,12,174.88,177.2,173.25,175.01,115320238
2017,12,169.2,174.17,168.79,173.97,132453689
2017,12,172.48,172.62,166.46,169.37,134914322
2017,12,175.05,175.08,167.16,171.05,166555527
2017,11,170.29,175.5,169.56,174.97,79873651
2017,11,173.5,174.5,168.38,170.15,114281964
2017,11,172.365,176.24,171.72,174.67,136260721
2017,11,163.89,174.26,163.72,172.5,203892677
2017,10,156.89,163.6,155.27,163.05,119574587
2017,10,157.9,160.87,155.02,156.25,124593299
2017,10,155.81,158.0,155.1,156.99,80597481
2017,10,154.26,155.49,152.46,155.3,91971974
2017,9,149.99,154.7189,149.16,154.12,152105993
2017,9,160.11,160.5,150.56,151.89,182738115
2017,9,160.5,163.96,157.91,159.88,217839085
2017,9,163.75,164.25,158.53,158.63,100402255
2017,9,160.14,164.94,159.93,164.05,124482489
2017,8,157.5,160.74,155.1101,159.86,110686493
2017,8,159.32,162.51,156.72,157.5,130951564
2017,8,157.06,161.83,154.63,157.48,148310594
2017,8,149.9,159.75,148.13,156.39,159721244
2017,7,150.58,153.99,147.3,149.5,103916337
2017,7,148.82,151.74,148.57,150.27,103297255
2017,7,144.11,149.33,143.37,149.04,107844162
2017,7,144.88,145.3,142.41,144.18,76896820
2017,6,147.17,148.28,142.28,144.02,125310202
2017,6,143.66,147.16,143.66,146.28,121757322
2017,6,145.74,147.5,142.2,142.27,217066551
2017,6,154.34,155.98,146.02,148.98,93152454
2017,6,153.42,155.45,152.22,155.45,86663811
2017,5,154.0,154.9,152.67,153.61,101565411
2017,5,156.01,156.65,149.71,153.06,154981942
2017,5,149.03,156.42,149.03,156.1,167770544
2017,5,145.1,148.98,144.27,148.96,167777285
2017,4,143.5,144.9,143.18,143.65,89143525
2017,4,141.48,142.92,140.45,142.27,89248503
2017,4,143.6,143.8792,140.06,141.05,87485653
2017,4,143.71,145.46,143.05,143.34,105402499
2017,3,139.39,144.5,138.62,143.66,127008757
2017,3,140.4,142.8,139.73,140.64,129673979
2017,3,138.85,141.02,138.82,139.99,121539506
2017,3,139.365,139.98,137.05,139.14,99672282
2017,3,137.14,140.2786,136.28,139.78,127936976
2017,2,136.23,137.48,135.28,136.66,87908859
2017,2,133.08,136.27,132.75,135.72,136667496
2017,2,129.13,132.94,128.9,132.12,136449154
2017,2,120.93,130.49,120.62,129.08,249781248
2017,1,120.0,122.44,119.5,121.95,124748449
2017,1,118.34,120.5,118.22,120.0,116347987
2017,1,117.95,119.93,117.94,119.04,138810760
2017,1,115.8,118.16,114.76,117.91,103845468
2016,12,116.52,118.0166,115.43,115.82,84828531
2016,12,115.8,117.5,115.59,116.52,113322891
2016,12,113.29,116.73,112.49,115.97,195015700
2016,12,110.0,114.7,108.25,113.95,151989664
2016,12,111.43,112.465,108.85,109.9,155499850
2016,11,110.12,112.42,110.01,111.79,94132421
2016,11,107.71,110.54,104.08,110.06,198341456
2016,11,110.08,111.72,105.83,108.43,207268979
2016,11,113.65,114.23,108.11,108.84,156346518
2016,10,117.1,118.36,113.31,113.72,210225569
2016,10,117.33,118.21,113.8,116.6,115531434
2016,10,115.02,118.69,114.72,117.63,208708383
2016,10,112.71,114.56,112.28,114.06,126029440
2016,9,111.64,114.64,111.55,113.05,156384035
2016,9,115.19,116.18,111.55,112.71,201095635
2016,9,102.65,116.13,102.53,114.92,390309366
2016,9,107.9,108.76,103.13,103.13,168803729
2016,9,106.62,108.0,105.5,107.73,133000624
2016,8,108.86,109.32,106.31,106.94,123605519
2016,8,108.14,110.23,108.08,109.36,132371408
2016,8,107.52,108.94,107.16,108.18,124505869
2016,8,104.41,107.65,104.0,107.48,170149120
2016,7,98.25,104.55,96.42,104.21,256571090
2016,7,98.7,101.0,98.31,98.66,147565456
2016,7,96.75,99.3,96.73,98.78,142910566
2016,7,95.39,96.89,94.37,96.68,112705961
2016,7,93.0,96.465,91.5,95.89,185461004
2016,6,96.0,96.89,92.65,93.4,206728924
2016,6,98.69,99.12,95.3,95.33,191732699
2016,6,97.99,101.89,97.55,98.83,124864375
2016,6,99.6,100.4,96.63,97.92,140176985
2016,5,95.87,100.73,95.67,100.35,204473324
2016,5,92.39,95.43,91.65,95.22,212707154
2016,5,93.0,93.77,89.47,90.52,216049836
2016,5,93.965,95.9,91.85,92.72,225607242
2016,4,105.0,105.65,92.51,93.74,349424063
2016,4,108.89,108.95,104.62,105.68,189053016
2016,4,108.97,112.39,108.66,109.85,162310051
2016,4,110.42,112.19,108.121,108.66,145722543
2016,4,106.0,110.42,104.88,109.99,147965003
2016,3,105.93,107.65,104.89,105.67,119783503
2016,3,101.91,106.5,101.78,105.92,182073165
2016,3,102.39,102.83,100.15,102.26,155221501
2016,3,96.86,103.75,96.65,103.01,201803826
2016,2,96.31,98.0237,93.32,96.91,159052926
2016,2,95.02,98.89,94.61,96.04,168316315
2016,2,93.13,96.35,92.59,93.99,231122263
2016,2,96.47,97.33,93.69,94.02,217154766
2016,1,101.52,101.53,92.39,97.34,380336530
2016,1,98.41,101.46,93.42,101.42,243384093
2016,1,98.97,101.19,95.36,97.13,304337253
2016,1,102.61,105.85,96.43,96.96,343790211
2015,12,107.59,109.43,104.82,105.26,123761546
2015,12,107.28,109.0,105.57,108.03,126634011
2015,12,112.18,112.8,105.81,106.03,315791335
2015,12,118.98,119.86,112.851,113.18,188853944
2015,12,117.99,119.41,114.22,119.03,206765745
2015,11,119.27,119.73,117.12,117.81,109720453
2015,11,111.38,119.92,111.0,119.3,189947415
2015,11,120.96,121.81,112.27,112.34,216555289
2015,11,119.87,123.82,119.61,121.06,195203256
2015,10,118.08,121.22,113.99,119.5,322362121
2015,10,110.8,119.228,110.11,119.08,222074893
2015,10,112.73,112.75,109.56,111.04,184884970
2015,10,109.88,112.28,108.21,112.12,262432987
2015,10,113.85,114.57,107.31,110.38,311138027
2015,9,113.67,116.69,112.37,114.71,242696241
2015,9,116.58,116.89,111.87,113.45,277276007
2015,9,111.65,114.21,109.77,114.21,252662734
2015,9,112.13,114.53,107.36,109.27,298194194
2015,8,94.87,113.31,92.0,113.29,500362965
2015,8,116.04,117.65,105.645,105.76,320509056
2015,8,116.53,119.99,109.63,115.96,345185326
2015,8,121.5,122.57,112.1,115.52,384072497
2015,7,123.09,123.91,120.91,121.3,191598511
2015,7,130.97,132.97,121.99,124.5,344269021
2015,7,125.03,129.62,124.32,129.62,189245034
2015,7,124.94,126.23,119.22,123.28,275718368
2015,7,125.46,126.94,124.48,126.44,150981872
2015,6,127.49,129.8,126.51,126.75,195594004
2015,6,126.1,128.31,125.71,126.6,198525255
2015,6,128.9,130.18,125.62,127.17,220114589
2015,6,131.2,131.39,128.36,128.65,170840884
2015,5,132.6,132.91,129.12,130.28,198148567
2015,5,128.38,132.97,128.36,132.54,217297426
2015,5,127.39,129.49,124.82,128.77,208301514
2015,5,129.5,130.57,123.36,127.62,271891981
2015,5,132.31,134.54,124.58,128.95,420972321
2015,4,125.57,130.63,125.17,130.28,207440679
2015,4,128.37,128.57,124.46,124.75,171186168
2015,4,124.47,128.1218,124.33,127.1,182207413
2015,4,124.05,126.49,123.1,125.32,162031791
2015,3,127.12,128.04,122.6,123.25,209326175
2015,3,123.88,129.2451,122.87,125.9,266672975
2015,3,127.96,129.57,121.63,123.59,326514045
2015,3,129.25,130.28,125.76,126.6,246938492
2015,2,130.02,133.6,126.61,128.46,368216362
2015,2,127.49,129.5,126.92,129.495,194354942
2015,2,118.55,127.48,118.43,127.08,303206785
2015,2,118.05,120.51,116.08,118.93,270757404
2015,1,113.74,120.0,109.03,117.16,465842684
2015,1,107.84,113.75,106.5,112.98,198737041
2015,1,112.6,112.8,105.2,105.99,304226647
2015,1,108.29,113.25,104.63,112.01,282868187
2015,1,113.79,114.77,107.35,109.33,152088374
2014,12,112.16,114.52,111.97,113.99,119396530
2014,12,110.7,113.24,106.26,111.78,328856576
2014,12,114.1,114.85,109.35,109.73,259937920
2014,12,118.81,119.25,111.27,115.0,266701088
2014,11,116.85,119.75,116.62,118.93,100105403
2014,11,114.27,117.57,113.3,116.47,233414685
2014,11,109.02,114.19,108.4,114.18,205166680
2014,11,108.22,110.3,107.72,109.01,199952812
2014,10,104.85,108.04,104.7,108.0,220230607
2014,10,98.315,105.49,98.22,105.22,358532919
2014,10,101.33,101.78,95.18,97.67,358539741
2014,10,99.95,102.38,98.31,100.73,280258156
2014,10,98.65,101.54,98.04,99.62,247749150
2014,9,101.8,102.94,97.72,100.75,337730724
2014,9,102.81,103.05,98.89,100.96,296789500
2014,9,99.3,103.08,96.14,101.66,461559500
2014,9,103.06,103.74,97.79,98.97,322672500
2014,8,101.79,102.9,100.7,102.5,233048700
2014,8,98.49,101.47,97.98,101.32,246983800
2014,8,95.27,98.19,94.8355,97.98,179363000
2014,8,96.37,96.58,93.28,94.74,223025000
2014,8,97.82,99.44,94.81,96.13,236825000
2014,7,94.99,97.88,93.72,97.671,276392000
2014,7,95.86,97.1,92.57,94.43,249075900
2014,7,94.14,96.8,93.52,95.22,231830000
2014,7,92.1,94.1,92.09,94.03,139168800
2014,6,91.32,92.0,89.65,91.98,216257000
2014,6,91.51,92.75,90.9,90.91,235227000
2014,6,92.7,95.05,90.88,91.28,293146997
2014,6,633.96,651.26,622.5,645.57,58974500
2014,5,615.88,644.17,615.63,633.0,57315800
2014,5,597.85,614.7293,597.33,614.13,42229300
2014,5,587.49,597.53,585.4,597.51,37373300
2014,5,590.14,604.4099,580.33,585.5425,52371100
2014,5,572.8,599.43,572.55,592.58,67823800
2014,4,525.34,571.99,523.96,571.94,68937100
2014,4,521.9,527.76,511.33,524.94,34688000
2014,4,528.02,532.24,517.14,519.61,44688500
2014,4,539.23,543.48,530.58,531.82,35265900
2014,3,538.42,549.0,534.25,536.86,48584200
2014,3,527.7,536.24,525.2001,532.87,43442600
2014,3,528.36,539.66,523.0,524.69,41145600
2014,3,523.42,534.75,522.81,530.44,39435800
2014,2,523.15,532.75,515.6,526.24,52533200
2014,2,546.0,551.19,524.6,525.25,41380800
2014,2,518.66,545.9799,518.0,543.99,54151400
2014,2,502.61,522.9299,499.3,519.68,61947700
2014,1,550.07,554.8,493.55,500.6,116661100
2014,1,540.99,557.29,540.42,546.07,55039500
2014,1,529.91,560.2,529.88,540.67,62811100
2014,1,537.45,546.86,531.11,532.94,56159800
2014,1,557.46,561.28,540.43,540.98,39423800
2013,12,568.0,571.88,559.5,560.09,39241200
2013,12,555.02,562.6389,538.8,549.02,65538600
2013,12,560.9001,570.97,553.67,554.43,55485500
2013,12,558.0,575.1358,550.82,560.02,74759100
2013,11,521.02,558.33,521.0,556.07,46866800
2013,11,524.99,527.19,513.67,519.8,40484000
2013,11,519.99,529.28,514.41,524.991,43903200
2013,11,521.1,528.885,512.38,520.56,45541200
2013,11,529.04,539.25,514.54,520.03,74678500
2013,10,511.77,533.23,508.03,525.958,70301800
2013,10,489.83,509.26,489.35,508.89,49186000
2013,10,486.56,493.84,478.28,492.812,51831300
2013,10,477.25,492.35,474.411,483.03,53030200
2013,9,496.1,496.91,480.72,482.75,68166800
2013,9,461.0,478.55,447.22,467.41,89421200
2013,9,505.0,507.92,464.7,464.9,95909500
2013,9,493.1,502.24,487.35,498.22,45459100
2013,8,500.75,510.2,486.0,487.216,56239900
2013,8,504.34,513.74,498.2,501.02,59715200
2013,8,456.86,504.25,456.63,502.33,101976700
2013,8,464.69,471.89,453.65,454.45,52686200
2013,8,440.8,462.85,440.2,462.54,48624000
2013,7,429.46,444.59,418.71,440.99,57099100
2013,7,425.01,434.87,424.17,424.95,40894500
2013,7,420.11,429.79,410.38,426.51,54928000
2013,7,402.69,423.29,401.22,417.42,49138300
2013,6,407.4,408.66,388.87,396.53,74228400
2013,6,431.44,435.7,408.1001,413.5,57278900
2013,6,444.73,449.079,428.5,430.05,55685400
2013,6,450.73,454.43,432.77,441.811,63469300
2013,5,449.9,457.1,439.4,449.735,51948000
2013,5,431.91,448.3499,430.1,445.15,70708100
2013,5,451.51,457.9,418.9,433.26,90599600
2013,5,455.71,465.75,450.48,452.97,78083300
2013,5,420.45,453.23,420.0,449.98,93639400
2013,4,392.64,418.769,391.275,417.205,114740900
2013,4,427.0,427.89,385.1,390.53,101568600
2013,4,424.85,437.99,422.49,429.8,55369600
2013,4,441.9,443.698,419.68,423.2,72307500
2013,3,464.69,469.95,441.62,442.66,56053800
2013,3,441.45,462.1,441.2,461.91,79285500
2013,3,429.7499,444.23,425.14,443.66,81911900
2013,3,427.8,435.43,419.0,431.72,90764100
2013,3,453.85,455.12,429.98,430.47,83442600
2013,2,461.1,462.73,442.82,450.81,60354400
2013,2,476.5,484.94,459.92,460.16,83884700
2013,2,453.91,478.81,442.0,474.98,106496800
2013,2,437.825,462.6,435.86,453.62,94023200
2013,1,504.56,514.99,435.0,439.88,142569100
2013,1,502.68,510.75,483.38,500.0,115299500
2013,1,522.0,531.89,515.2,520.3,82218600
2013,1,510.53,555.0,509.0,527.0,77403900
2012,12,520.35,524.25,504.66,509.5892,45985300
2012,12,508.93,534.9,501.23,519.33,103950700
2012,12,525.0,549.56,505.58,509.794,119457600
2012,12,593.65,594.59,518.63,533.25,140365700
2012,11,575.9,594.25,572.26,585.28,92528300
2012,11,540.7097,572.0,539.88,571.5,75425000
2012,11,554.15,554.5,505.7501,527.678,127954500
2012,11,583.515,590.74,533.72,547.06,131562900
2012,11,594.88,603.0,574.75,576.8,52524100
2012,10,612.42,635.38,591.0,604.0,124541500
2012,10,632.35,652.79,609.62,609.84,92572200
2012,10,646.88,647.56,623.55,629.714,106894400
2012,10,671.5,676.75,650.65,652.59,91450000
2012,9,686.86,695.12,660.35,667.105,102295000
2012,9,699.35,705.07,693.62,700.095,71663100
2012,9,680.45,696.98,656.0,691.28,103680300
2012,9,665.76,682.48,664.5,680.44,50897500
2012,8,679.99,680.87,657.25,665.24,54937600
2012,8,650.01,674.88,648.11,663.222,101746300
2012,8,623.39,648.19,623.25,648.11,56201400
2012,8,617.29,625.0,615.26,621.7,44779900
2012,8,590.92,617.98,587.82,615.7,67966100
2012,7,594.4,609.68,570.0,585.16,97892500
2012,7,605.12,615.35,603.15,604.3,60068500
2012,7,605.3,619.87,592.68,604.97,75005500
2012,7,584.73,614.34,583.6,605.88,55182800
2012,6,577.3,584.0,565.61,584.0,53151900
2012,6,570.96,590.0,570.37,582.1,63270800
2012,6,587.72,588.5,566.7,574.13,71466200
2012,6,561.5,580.584,548.5,580.32,74069600
2012,6,570.9,581.5,560.52,560.99,68664300
2012,5,534.5,576.5,534.05,562.29,97700400
2012,5,562.57,567.51,522.18,530.38,101406100
2012,5,561.5,575.88,558.73,566.71,77529300
2012,5,597.8,598.4,565.17,565.25,88038400
2012,4,570.61,618.0,555.0,603.0,138973100
2012,4,610.06,620.25,570.42,572.98,174876800
2012,4,626.13,644.0,603.51,605.23,130637800
2012,4,601.83,634.66,600.38,633.68,94542500
2012,3,599.79,621.45,595.26,599.55,114200300
2012,3,598.37,609.65,582.0,596.05,122010700
2012,3,548.982,600.01,547.0,585.57,160792400
2012,3,545.42,547.74,516.221,545.17,119759300
2012,3,521.31,548.21,516.28,545.18,114820100
2012,2,506.88,522.9,504.12,522.41,73999900
2012,2,499.53,526.29,486.63,502.12,141574700
2012,2,458.38,497.62,458.201,493.42,88894400
2012,2,445.71,460.0,445.39,459.68,54088100
2012,1,422.67,454.45,419.55,447.28,86989600
2012,1,424.2,431.369,419.75,420.3,42692900
2012,1,425.5001,427.75,418.66,419.81,46639800
2012,1,409.4,422.75,409.0,422.4,41135900
2011,12,403.1,409.09,400.51,405.0,31763500
2011,12,382.47,403.59,380.48,403.33,46694700
2011,12,391.68,395.4,377.68,381.02,61591500
2011,12,393.49,396.41,386.7625,393.62,57818000
2011,12,372.35,393.6299,370.2,389.7,67658700
2011,11,370.4,377.93,363.32,363.57,55001200
2011,11,383.5201,391.14,374.88,374.94,73741600
2011,11,399.91,408.0,380.26,384.62,93855000
2011,11,402.42,409.33,393.22,400.24,71009200
2011,10,396.18,409.0,393.151,404.95,78799200
2011,10,421.74,426.7,390.75,392.87,137222200
2011,10,379.09,422.0,378.21,422.0,95358600
2011,10,380.37,384.78,354.24,369.8,144188800
2011,9,399.86,409.25,381.18,381.32,109776400
2011,9,397.0,422.86,395.2045,404.3,132869600
2011,9,375.89,400.503,371.9,400.5,91408900
2011,9,367.37,388.61,366.48,377.48,65758800
2011,9,388.18,392.08,371.83,374.05,76015800
2011,8,364.51,383.8,355.09,383.58,118972900
2011,8,379.63,384.97,356.0,356.03,108167100
2011,8,361.69,379.64,353.02,376.99,156286400
2011,8,397.78,399.5,362.57,373.62,145031500
2011,7,390.35,404.5,384.0,390.48,105440400
2011,7,365.43,396.27,365.28,393.3,120585800
2011,7,356.34,365.0,348.62,364.92,78604400
2011,7,343.0,360.0,342.5,359.71,60320600
2011,7,327.59,343.5,327.25,343.26,62318800
2011,6,317.355,333.15,310.5,326.35,90149200
2011,6,327.2,333.25,318.33,320.26,78173200
2011,6,344.84,347.05,325.51,325.9,72660500
2011,6,341.1,352.132,341.0,343.44,58016800
2011,5,329.97,338.56,329.42,337.41,50925400
2011,5,339.2,342.414,330.73,335.22,65572300
2011,5,347.86,350.0,340.35,340.5,52534100
2011,5,349.74,351.83,345.5,346.66,62907700
2011,4,350.34,354.99,345.52,350.13,83173700
2011,4,326.1,355.13,320.16,350.696,88705500
2011,4,334.06,336.14,326.8,327.46,68793300
2011,4,344.31,344.6,333.95,335.06,74869200
2011,4,353.15,354.32,343.3,344.56,60155100
2011,3,335.99,352.06,335.26,351.54,70069400
2011,3,353.18,356.4844,326.26,330.67,133274500
2011,3,361.4,361.67,344.9,351.99,83370200
2011,3,351.24,360.29,347.681,360.0,86280600
2011,2,342.15,348.43,337.72,348.16,86583200
2011,2,356.79,364.9,349.52,350.56,86513900
2011,2,347.89,360.0,347.64,356.85,94461800
2011,2,335.8,346.7,334.3,346.5,63516900
2011,1,326.87,345.6,326.72,336.1,89482500
2011,1,329.52,348.6,326.0,326.72,161992900
2011,1,338.83,348.48,337.17,348.48,64317100
2011,1,325.64,336.35,324.8365,336.12,57932100
2010,12,322.8519,326.66,321.31,322.56,33567200
2010,12,321.6,325.72,318.23,323.6,40394400
2010,12,324.37,325.06,319.0,320.61,68467700
2010,12,318.64,323.99,317.11,320.56,61376200
2010,12,315.5,319.0,310.87,317.44,79083000
2010,11,306.68,317.6999,305.87,315.0,55851200
2010,11,308.46,310.54,297.76,306.73,86430000
2010,11,317.2,321.3,303.63,308.03,78809300
2010,11,302.22,320.18,302.2,317.13,84639600
2010,10,309.09,311.6,300.87,300.98,77355600
2010,10,318.47,319.0,300.02,307.47,141844900
2010,10,294.74,315.0,292.49,314.74,106210000
2010,10,281.6,294.5,277.77,294.07,95533600
2010,10,293.975,294.73,275.0,282.52,111037700
2010,9,276.08,293.53,275.85,292.32,119558800
2010,9,265.82,277.96,265.52,275.37,89745700
2010,9,256.64,266.52,256.25,263.41,60543800
2010,9,240.76,258.78,240.35,258.77,87047500
2010,8,251.79,252.0,235.56,241.62,93870400
2010,8,247.58,254.67,246.62,249.64,67560800
2010,8,261.48,262.15,246.12,249.1,80889000
2010,8,260.44,264.28,257.63,260.091,71431400
2010,7,260.0,265.99,254.9,257.25,93475900
2010,7,249.88,265.15,239.6,259.94,159421700
2010,7,258.53,261.85,246.43,249.9,158234800
2010,7,251.0,262.9,246.16,259.62,87187800
2010,7,266.93,269.75,243.2,246.94,149088700
2010,6,277.69,279.01,265.81,266.7,125943900
2010,6,255.96,275.0,254.01,274.074,129613900
2010,6,258.29,259.15,242.2,253.51,145159200
2010,6,259.69,265.94,254.63,255.965,106194000
2010,5,247.28,259.4,237.16,256.88,147671300
2010,5,254.7,258.55,231.35,242.32,181358800
2010,5,250.25,265.0,248.53,253.82,137381000
2010,5,263.84,267.88,225.21,235.86,179398000
2010,4,271.88,272.46,256.41,261.09,108861400
2010,4,247.03,272.18,241.77,270.83,138500800
2010,4,242.2,251.14,241.11,247.4,77523000
2010,4,234.975,241.92,234.77,241.79,95257100
2010,4,233.0,238.73,231.62,235.97,75066400
2010,3,220.47,231.95,220.15,230.9,101421100
2010,3,225.38,226.45,220.25,222.2499,81890100
2010,3,220.01,227.73,217.89,226.6,98871100
2010,3,205.75,219.7,205.45,218.95,98369800
2010,2,202.34,205.17,195.71,204.62,92814700
2010,2,201.94,204.31,200.86,201.67,64943900
2010,2,195.69,201.64,194.0,200.38,95976200
2010,2,192.37,200.2,190.85,195.46,131125200
2010,1,202.51,213.71,190.25,192.063,252672600
2010,1,208.33,215.55,197.16,197.75,101145800
2010,1,212.8,213.0,204.1,205.93,96055100
2010,1,213.43,215.59,209.05,211.98,91876300
2009,12,211.72,213.95,208.31,210.732,66223800
2009,12,196.05,209.35,195.67,209.04,64565600
2009,12,195.37,197.51,191.0,195.43,80923000
2009,12,193.32,199.7,188.68,194.67,107478000
2009,12,201.11,202.77,190.28,193.32,102910200
2009,11,203.0,206.0,198.37,200.59,49108800
2009,11,205.48,208.0,197.76,199.92,78751200
2009,11,196.94,205.0,196.26,204.45,74317600
2009,11,189.8,195.19,185.57,194.34,84605500
2009,10,203.67,206.75,186.0667,188.5,119538300
2009,10,187.85,208.7099,185.55,203.94,160327700
2009,10,191.02,192.32,187.84,188.05,64876400
2009,10,186.2,191.45,184.2701,190.47,79477500
2009,10,183.87,187.4,180.7,184.9,82158400
2009,9,184.29,188.9,181.44,182.37,85148300
2009,9,170.83,186.79,170.25,185.02,104095000
2009,9,172.98,174.47,169.7,172.16,70222500
2009,9,168.16,170.7,164.11,170.31,64757100
2009,8,170.12,172.49,164.83,170.05,69220200
2009,8,163.55,169.37,159.42,169.22,75961100
2009,8,165.66,168.67,161.88,166.78,65946600
2009,8,165.21,167.39,163.09,165.51,69364500
2009,7,160.17,165.0,157.26,163.39,73970200
2009,7,153.27,160.0,149.75,159.986,123204900
2009,7,139.54,152.02,137.53,151.75,82573600
2009,7,138.7,139.68,134.42,138.52,83018400
2009,7,143.46,144.66,139.79,140.02,63803500
2009,6,140.67,143.56,132.88,142.44,101993000
